Date,Close
2015-01-01,199.4499969482422
2015-02-01,210.66000366210938
2015-03-01,206.42999267578125
2015-04-01,208.4600067138672
2015-05-01,211.13999938964844
2015-06-01,205.85000610351562
2015-07-01,210.5
2015-08-01,197.6699981689453
2015-09-01,191.6300048828125
2015-10-01,207.92999267578125
2015-11-01,208.69000244140625
2015-12-01,203.8699951171875
2016-01-01,193.72000122070312
2016-02-01,193.55999755859375
2016-03-01,205.52000427246094
2016-04-01,206.3300018310547
2016-05-01,209.83999633789062
2016-06-01,209.47999572753906
2016-07-01,217.1199951171875
2016-08-01,217.3800048828125
2016-09-01,216.3000030517578
2016-10-01,212.5500030517578
2016-11-01,220.3800048828125
2016-12-01,223.52999877929688
2017-01-01,227.52999877929688
2017-02-01,236.47000122070312
2017-03-01,235.74000549316406
2017-04-01,238.0800018310547
2017-05-01,241.44000244140625
2017-06-01,241.8000030517578
2017-07-01,246.77000427246094
2017-08-01,247.49000549316406
2017-09-01,251.22999572753906
2017-10-01,257.1499938964844
2017-11-01,265.010009765625
2017-12-01,266.8599853515625
2018-01-01,281.8999938964844
2018-02-01,271.6499938964844
2018-03-01,263.1499938964844
2018-04-01,264.510009765625
2018-05-01,270.94000244140625
2018-06-01,271.2799987792969
2018-07-01,281.3299865722656
2018-08-01,290.30999755859375
2018-09-01,290.7200012207031
2018-10-01,270.6300048828125
2018-11-01,275.6499938964844
2018-12-01,249.9199981689453
2019-01-01,269.92999267578125
2019-02-01,278.67999267578125
2019-03-01,282.4800109863281
2019-04-01,294.0199890136719
2019-05-01,275.2699890136719
2019-06-01,293.0
2019-07-01,297.42999267578125
2019-08-01,292.45001220703125
2019-09-01,296.7699890136719
2019-10-01,303.3299865722656
2019-11-01,314.30999755859375
2019-12-01,321.8599853515625
2020-01-01,321.7300109863281
2020-02-01,296.260009765625
2020-03-01,257.75
2020-04-01,290.4800109863281
2020-05-01,304.32000732421875
2020-06-01,308.3599853515625
2020-07-01,326.5199890136719
2020-08-01,349.30999755859375
2020-09-01,334.8900146484375
2020-10-01,326.5400085449219
2020-11-01,362.05999755859375
2020-12-01,373.8800048828125
2021-01-01,370.07000732421875
2021-02-01,380.3599853515625
2021-03-01,396.3299865722656
2021-04-01,417.29998779296875
2021-05-01,420.0400085449219
2021-06-01,428.05999755859375
2021-07-01,438.510009765625
2021-08-01,451.55999755859375
2021-09-01,429.1400146484375
2021-10-01,459.25
2021-11-01,455.55999755859375
2021-12-01,474.9599914550781
