Date,Close
2015-01-01,84.3499984741211
2015-02-01,83.08000183105469
2015-03-01,83.37000274658203
2015-04-01,82.91000366210938
2015-05-01,82.33999633789062
2015-06-01,81.26000213623047
2015-07-01,81.80999755859375
2015-08-01,81.44000244140625
2015-09-01,81.93000030517578
2015-10-01,81.79000091552734
2015-11-01,81.30000305175781
2015-12-01,80.76000213623047
2016-01-01,81.7300033569336
2016-02-01,82.25
2016-03-01,82.80999755859375
2016-04-01,82.97000122070312
2016-05-01,82.80000305175781
2016-06-01,84.30000305175781
2016-07-01,84.63999938964844
2016-08-01,84.20999908447266
2016-09-01,84.13999938964844
2016-10-01,83.19000244140625
2016-11-01,80.88999938964844
2016-12-01,80.79000091552734
2017-01-01,80.94000244140625
2017-02-01,81.2699966430664
2017-03-01,81.08000183105469
2017-04-01,81.55000305175781
2017-05-01,81.95999908447266
2017-06-01,81.83000183105469
2017-07-01,81.98999786376953
2017-08-01,82.5199966430664
2017-09-01,81.95999908447266
2017-10-01,81.7699966430664
2017-11-01,81.51000213623047
2017-12-01,81.56999969482422
2018-01-01,80.55999755859375
2018-02-01,79.55000305175781
2018-03-01,79.93000030517578
2018-04-01,79.05000305175781
2018-05-01,79.41000366210938
2018-06-01,79.19000244140625
2018-07-01,78.9800033569336
2018-08-01,79.31999969482422
2018-09-01,78.69999694824219
2018-10-01,77.83999633789062
2018-11-01,78.13999938964844
2018-12-01,79.20999908447266
2019-01-01,80.08999633789062
2019-02-01,79.81999969482422
2019-03-01,81.18000030517578
2019-04-01,80.95999908447266
2019-05-01,82.23999786376953
2019-06-01,83.06999969482422
2019-07-01,83.0
2019-08-01,85.0999984741211
2019-09-01,84.43000030517578
2019-10-01,84.51000213623047
2019-11-01,84.29000091552734
2019-12-01,83.86000061035156
2020-01-01,85.5199966430664
2020-02-01,86.76000213623047
2020-03-01,85.3499984741211
2020-04-01,87.51000213623047
2020-05-01,87.91999816894531
2020-06-01,88.33999633789062
2020-07-01,89.45999908447266
2020-08-01,88.45999908447266
2020-09-01,88.22000122070312
2020-10-01,87.58000183105469
2020-11-01,88.48999786376953
2020-12-01,88.19000244140625
2021-01-01,87.43000030517578
2021-02-01,85.94000244140625
2021-03-01,84.72000122070312
2021-04-01,85.26000213623047
2021-05-01,85.26000213623047
2021-06-01,85.88999938964844
2021-07-01,86.76000213623047
2021-08-01,86.45999908447266
2021-09-01,85.44999694824219
2021-10-01,85.37999725341797
2021-11-01,85.41999816894531
2021-12-01,84.75
